,device_uuid,date,feature1,feature2,feature3,user_registered,country,platform
32,220417c0-e032-4340-8fe0-a87045ddceff,2016-08-01,5.0,4.0,3.0,True,AU,Android
33,220417c0-e032-4340-8fe0-a87045ddceff,2016-09-01,9.0,7.2,5.3999999999999995,True,AU,Android
34,220417c0-e032-4340-8fe0-a87045ddceff,2016-10-01,9.0,7.2,5.3999999999999995,True,AU,Android
35,220417c0-e032-4340-8fe0-a87045ddceff,2016-11-01,1.0,0.8,0.6,True,AU,Android
36,220417c0-e032-4340-8fe0-a87045ddceff,2016-12-01,8.0,6.4,4.8,True,AU,Android
37,220417c0-e032-4340-8fe0-a87045ddceff,2017-01-01,7.0,5.6000000000000005,4.2,True,AU,Android
38,220417c0-e032-4340-8fe0-a87045ddceff,2017-02-01,11.0,8.8,6.6,True,AU,Android
39,220417c0-e032-4340-8fe0-a87045ddceff,2017-03-01,7.0,5.6000000000000005,4.2,True,AU,Android
40,220417c0-e032-4340-8fe0-a87045ddceff,2017-04-01,3.0,2.4000000000000004,1.7999999999999998,True,AU,Android
41,220417c0-e032-4340-8fe0-a87045ddceff,2017-05-01,9.0,7.2,5.3999999999999995,True,AU,Android
42,220417c0-e032-4340-8fe0-a87045ddceff,2017-06-01,1.0,0.8,0.6,True,AU,Android
43,220417c0-e032-4340-8fe0-a87045ddceff,2017-07-01,6.0,4.800000000000001,3.5999999999999996,True,AU,Android
44,220417c0-e032-4340-8fe0-a87045ddceff,2017-08-01,13.0,10.4,7.8,True,AU,Android
45,e7d35412-e553-445e-9397-c75aa450e3e1,2016-05-01,4.0,3.2,2.4,True,NL,Android
46,e7d35412-e553-445e-9397-c75aa450e3e1,2016-06-01,7.0,5.6000000000000005,4.2,True,NL,Android
47,e7d35412-e553-445e-9397-c75aa450e3e1,2016-07-01,2.0,1.6,1.2,True,NL,Android
48,e7d35412-e553-445e-9397-c75aa450e3e1,2016-08-01,6.0,4.800000000000001,3.5999999999999996,True,NL,Android
49,e7d35412-e553-445e-9397-c75aa450e3e1,2016-09-01,7.0,5.6000000000000005,4.2,True,NL,Android
50,e7d35412-e553-445e-9397-c75aa450e3e1,2016-10-01,13.0,10.4,7.8,True,NL,Android
51,e7d35412-e553-445e-9397-c75aa450e3e1,2016-11-01,12.0,9.600000000000001,7.199999999999999,True,NL,Android
52,e7d35412-e553-445e-9397-c75aa450e3e1,2016-12-01,9.0,7.2,5.3999999999999995,True,NL,Android
53,e7d35412-e553-445e-9397-c75aa450e3e1,2017-01-01,2.0,1.6,1.2,True,NL,Android
54,e7d35412-e553-445e-9397-c75aa450e3e1,2017-02-01,11.0,8.8,6.6,True,NL,Android
55,e7d35412-e553-445e-9397-c75aa450e3e1,2017-03-01,8.0,6.4,4.8,True,NL,Android
56,e7d35412-e553-445e-9397-c75aa450e3e1,2017-04-01,11.0,8.8,6.6,True,NL,Android
57,e7d35412-e553-445e-9397-c75aa450e3e1,2017-05-01,13.0,10.4,7.8,True,NL,Android
58,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-03-01,5.0,4.0,3.0,True,NL,iOS
59,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-05-01,8.0,6.4,4.8,True,NL,iOS
60,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-06-01,8.0,6.4,4.8,True,NL,iOS
61,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-08-01,10.0,8.0,6.0,True,NL,iOS
62,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-09-01,7.0,5.6000000000000005,4.2,True,NL,iOS
63,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-10-01,5.0,4.0,3.0,True,NL,iOS
64,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-11-01,9.0,7.2,5.3999999999999995,True,NL,iOS
65,f12d2e06-24c2-464d-aae5-35f36072c64d,2016-12-01,13.0,10.4,7.8,True,NL,iOS
66,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-01-01,8.0,6.4,4.8,True,NL,iOS
67,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-02-01,10.0,8.0,6.0,True,NL,iOS
68,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-03-01,1.0,0.8,0.6,True,NL,iOS
69,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-04-01,13.0,10.4,7.8,True,NL,iOS
70,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-05-01,7.0,5.6000000000000005,4.2,True,NL,iOS
71,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-06-01,7.0,5.6000000000000005,4.2,True,NL,iOS
72,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-07-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
73,f12d2e06-24c2-464d-aae5-35f36072c64d,2017-08-01,4.0,3.2,2.4,True,NL,iOS
74,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-02-01,8.0,6.4,4.8,True,FR,iOS
75,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-04-01,10.0,8.0,6.0,True,FR,iOS
76,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-05-01,7.0,5.6000000000000005,4.2,True,FR,iOS
77,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-06-01,8.0,6.4,4.8,True,FR,iOS
78,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-07-01,3.0,2.4000000000000004,1.7999999999999998,True,FR,iOS
79,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-08-01,3.0,2.4000000000000004,1.7999999999999998,True,FR,iOS
80,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-09-01,3.0,2.4000000000000004,1.7999999999999998,True,FR,iOS
81,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-10-01,12.0,9.600000000000001,7.199999999999999,True,FR,iOS
82,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-11-01,2.0,1.6,1.2,True,FR,iOS
83,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2016-12-01,7.0,5.6000000000000005,4.2,True,FR,iOS
84,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-01-01,6.0,4.800000000000001,3.5999999999999996,True,FR,iOS
85,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-02-01,9.0,7.2,5.3999999999999995,True,FR,iOS
86,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-03-01,8.0,6.4,4.8,True,FR,iOS
87,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-04-01,10.0,8.0,6.0,True,FR,iOS
88,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-06-01,4.0,3.2,2.4,True,FR,iOS
89,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-07-01,9.0,7.2,5.3999999999999995,True,FR,iOS
90,c9e99909-6e5e-44e9-8515-ba2ea84647c5,2017-08-01,2.0,1.6,1.2,True,FR,iOS
91,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2016-07-01,8.0,6.4,4.8,True,NL,iOS
92,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2016-08-01,8.0,6.4,4.8,True,NL,iOS
93,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2016-09-01,5.0,4.0,3.0,True,NL,iOS
94,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2016-10-01,11.0,8.8,6.6,True,NL,iOS
95,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2016-11-01,8.0,6.4,4.8,True,NL,iOS
96,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2016-12-01,11.0,8.8,6.6,True,NL,iOS
97,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2017-01-01,10.0,8.0,6.0,True,NL,iOS
98,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2017-02-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
99,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2017-03-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
100,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2017-04-01,4.0,3.2,2.4,True,NL,iOS
101,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2017-05-01,10.0,8.0,6.0,True,NL,iOS
102,1aff62e4-f1b5-479f-b716-ff1a5d637bcd,2017-06-01,13.0,10.4,7.8,True,NL,iOS
103,ca77f305-a867-4520-9d1a-7d42756d64c7,2016-04-01,7.0,5.6000000000000005,4.2,False,NL,iOS
104,ca77f305-a867-4520-9d1a-7d42756d64c7,2016-05-01,12.0,9.600000000000001,7.199999999999999,False,NL,iOS
105,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-03-01,12.0,9.600000000000001,7.199999999999999,True,NL,iOS
106,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-04-01,1.0,0.8,0.6,True,NL,iOS
107,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-05-01,1.0,0.8,0.6,True,NL,iOS
108,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-06-01,5.0,4.0,3.0,True,NL,iOS
109,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-07-01,2.0,1.6,1.2,True,NL,iOS
110,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-08-01,12.0,9.600000000000001,7.199999999999999,True,NL,iOS
111,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-09-01,2.0,1.6,1.2,True,NL,iOS
112,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-10-01,13.0,10.4,7.8,True,NL,iOS
113,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-11-01,11.0,8.8,6.6,True,NL,iOS
114,30534c7d-bed4-49bf-9c68-145d7a4f8320,2016-12-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
115,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-01-01,10.0,8.0,6.0,True,NL,iOS
116,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-02-01,1.0,0.8,0.6,True,NL,iOS
117,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-03-01,10.0,8.0,6.0,True,NL,iOS
118,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-04-01,4.0,3.2,2.4,True,NL,iOS
119,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-05-01,2.0,1.6,1.2,True,NL,iOS
120,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-06-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
121,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-07-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
122,30534c7d-bed4-49bf-9c68-145d7a4f8320,2017-08-01,10.0,8.0,6.0,True,NL,iOS
123,9baa7210-779f-48ae-a962-5908ac540159,2016-03-01,13.0,10.4,7.8,False,NL,iOS
124,9baa7210-779f-48ae-a962-5908ac540159,2016-04-01,6.0,4.800000000000001,3.5999999999999996,False,NL,iOS
125,9baa7210-779f-48ae-a962-5908ac540159,2016-06-01,4.0,3.2,2.4,False,NL,iOS
126,9baa7210-779f-48ae-a962-5908ac540159,2016-07-01,1.0,0.8,0.6,False,NL,iOS
127,9baa7210-779f-48ae-a962-5908ac540159,2016-08-01,10.0,8.0,6.0,False,NL,iOS
128,9baa7210-779f-48ae-a962-5908ac540159,2016-09-01,6.0,4.800000000000001,3.5999999999999996,False,NL,iOS
129,9baa7210-779f-48ae-a962-5908ac540159,2016-11-01,2.0,1.6,1.2,False,NL,iOS
130,9baa7210-779f-48ae-a962-5908ac540159,2016-12-01,6.0,4.800000000000001,3.5999999999999996,False,NL,iOS
131,9baa7210-779f-48ae-a962-5908ac540159,2017-01-01,12.0,9.600000000000001,7.199999999999999,False,NL,iOS
132,9baa7210-779f-48ae-a962-5908ac540159,2017-02-01,13.0,10.4,7.8,False,NL,iOS
133,9baa7210-779f-48ae-a962-5908ac540159,2017-03-01,1.0,0.8,0.6,False,NL,iOS
134,9baa7210-779f-48ae-a962-5908ac540159,2017-04-01,1.0,0.8,0.6,False,NL,iOS
135,9baa7210-779f-48ae-a962-5908ac540159,2017-05-01,4.0,3.2,2.4,False,NL,iOS
136,9baa7210-779f-48ae-a962-5908ac540159,2017-06-01,6.0,4.800000000000001,3.5999999999999996,False,NL,iOS
137,9baa7210-779f-48ae-a962-5908ac540159,2017-07-01,3.0,2.4000000000000004,1.7999999999999998,False,NL,iOS
138,9baa7210-779f-48ae-a962-5908ac540159,2017-08-01,10.0,8.0,6.0,False,NL,iOS
139,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-06-01,12.0,9.600000000000001,7.199999999999999,True,NL,iOS
140,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-07-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
141,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-08-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
142,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-09-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
143,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-10-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
144,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-11-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
145,3249ef2a-8eef-4062-8c62-5eace190fc17,2016-12-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
146,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-01-01,10.0,8.0,6.0,True,NL,iOS
147,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-02-01,4.0,3.2,2.4,True,NL,iOS
148,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-03-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
149,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-04-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
150,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-05-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
151,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-06-01,9.0,7.2,5.3999999999999995,True,NL,iOS
152,3249ef2a-8eef-4062-8c62-5eace190fc17,2017-08-01,4.0,3.2,2.4,True,NL,iOS
153,20102cbd-1c37-4511-a0e3-b95b568665fa,2016-07-01,9.0,7.2,5.3999999999999995,True,AU,Android
154,20102cbd-1c37-4511-a0e3-b95b568665fa,2016-08-01,1.0,0.8,0.6,True,AU,Android
155,20102cbd-1c37-4511-a0e3-b95b568665fa,2016-09-01,13.0,10.4,7.8,True,AU,Android
156,20102cbd-1c37-4511-a0e3-b95b568665fa,2016-10-01,6.0,4.800000000000001,3.5999999999999996,True,AU,Android
157,20102cbd-1c37-4511-a0e3-b95b568665fa,2016-11-01,3.0,2.4000000000000004,1.7999999999999998,True,AU,Android
158,20102cbd-1c37-4511-a0e3-b95b568665fa,2016-12-01,7.0,5.6000000000000005,4.2,True,AU,Android
159,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-01-01,1.0,0.8,0.6,True,AU,Android
160,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-02-01,9.0,7.2,5.3999999999999995,True,AU,Android
161,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-03-01,3.0,2.4000000000000004,1.7999999999999998,True,AU,Android
162,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-04-01,8.0,6.4,4.8,True,AU,Android
163,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-05-01,11.0,8.8,6.6,True,AU,Android
164,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-06-01,5.0,4.0,3.0,True,AU,Android
165,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-07-01,8.0,6.4,4.8,True,AU,Android
166,20102cbd-1c37-4511-a0e3-b95b568665fa,2017-08-01,7.0,5.6000000000000005,4.2,True,AU,Android
167,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-04-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
168,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-05-01,8.0,6.4,4.8,True,NL,iOS
169,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-06-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
170,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-07-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
171,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-08-01,12.0,9.600000000000001,7.199999999999999,True,NL,iOS
172,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-09-01,5.0,4.0,3.0,True,NL,iOS
173,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-10-01,4.0,3.2,2.4,True,NL,iOS
174,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-11-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
175,36d0aed2-a33d-4ab9-9a22-ab149a2355e9,2016-12-01,13.0,10.4,7.8,True,NL,iOS
176,e575bce7-ffec-4f38-a97b-daf419bec910,2016-10-01,2.0,1.6,1.2,True,NL,iOS
177,e575bce7-ffec-4f38-a97b-daf419bec910,2016-11-01,1.0,0.8,0.6,True,NL,iOS
178,e575bce7-ffec-4f38-a97b-daf419bec910,2016-12-01,8.0,6.4,4.8,True,NL,iOS
179,e575bce7-ffec-4f38-a97b-daf419bec910,2017-01-01,2.0,1.6,1.2,True,NL,iOS
180,e575bce7-ffec-4f38-a97b-daf419bec910,2017-02-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,iOS
181,e575bce7-ffec-4f38-a97b-daf419bec910,2017-03-01,8.0,6.4,4.8,True,NL,iOS
182,e575bce7-ffec-4f38-a97b-daf419bec910,2017-04-01,13.0,10.4,7.8,True,NL,iOS
183,e575bce7-ffec-4f38-a97b-daf419bec910,2017-05-01,6.0,4.800000000000001,3.5999999999999996,True,NL,iOS
184,e575bce7-ffec-4f38-a97b-daf419bec910,2017-06-01,2.0,1.6,1.2,True,NL,iOS
185,e575bce7-ffec-4f38-a97b-daf419bec910,2017-07-01,11.0,8.8,6.6,True,NL,iOS
186,e575bce7-ffec-4f38-a97b-daf419bec910,2017-08-01,12.0,9.600000000000001,7.199999999999999,True,NL,iOS
187,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2016-10-01,12.0,9.600000000000001,7.199999999999999,False,AU,iOS
188,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2016-12-01,3.0,2.4000000000000004,1.7999999999999998,False,AU,iOS
189,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-01-01,12.0,9.600000000000001,7.199999999999999,False,AU,iOS
190,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-02-01,4.0,3.2,2.4,False,AU,iOS
191,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-03-01,4.0,3.2,2.4,False,AU,iOS
192,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-04-01,4.0,3.2,2.4,False,AU,iOS
193,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-05-01,10.0,8.0,6.0,False,AU,iOS
194,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-06-01,11.0,8.8,6.6,False,AU,iOS
195,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-07-01,10.0,8.0,6.0,False,AU,iOS
196,19f9ba49-95a4-4f7f-8c88-aa9587351bcc,2017-08-01,6.0,4.800000000000001,3.5999999999999996,False,AU,iOS
197,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-05-01,10.0,8.0,6.0,True,NL,Android
198,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-06-01,2.0,1.6,1.2,True,NL,Android
199,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-07-01,1.0,0.8,0.6,True,NL,Android
200,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-08-01,9.0,7.2,5.3999999999999995,True,NL,Android
201,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-09-01,12.0,9.600000000000001,7.199999999999999,True,NL,Android
202,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-11-01,13.0,10.4,7.8,True,NL,Android
203,c37738dd-8fa3-4b82-803a-965fbe9c298c,2016-12-01,11.0,8.8,6.6,True,NL,Android
204,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-01-01,10.0,8.0,6.0,True,NL,Android
205,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-02-01,12.0,9.600000000000001,7.199999999999999,True,NL,Android
206,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-03-01,3.0,2.4000000000000004,1.7999999999999998,True,NL,Android
207,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-04-01,9.0,7.2,5.3999999999999995,True,NL,Android
208,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-05-01,7.0,5.6000000000000005,4.2,True,NL,Android
209,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-06-01,12.0,9.600000000000001,7.199999999999999,True,NL,Android
210,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-07-01,9.0,7.2,5.3999999999999995,True,NL,Android
211,c37738dd-8fa3-4b82-803a-965fbe9c298c,2017-08-01,6.0,4.800000000000001,3.5999999999999996,True,NL,Android
212,4aff4b38-6ecf-46c9-9235-6990b39024f2,2016-02-01,1.0,0.8,0.6,False,AU,iOS
213,4aff4b38-6ecf-46c9-9235-6990b39024f2,2016-03-01,13.0,10.4,7.8,False,AU,iOS
214,4aff4b38-6ecf-46c9-9235-6990b39024f2,2016-04-01,2.0,1.6,1.2,False,AU,iOS
215,4aff4b38-6ecf-46c9-9235-6990b39024f2,2016-05-01,7.0,5.6000000000000005,4.2,False,AU,iOS
216,3af0d20c-0dec-4e32-947e-28a6893b558d,2016-02-01,11.0,8.8,6.6,False,FR,iOS
217,3af0d20c-0dec-4e32-947e-28a6893b558d,2016-03-01,8.0,6.4,4.8,False,FR,iOS
218,3af0d20c-0dec-4e32-947e-28a6893b558d,2016-04-01,10.0,8.0,6.0,False,FR,iOS
219,3af0d20c-0dec-4e32-947e-28a6893b558d,2016-05-01,8.0,6.4,4.8,False,FR,iOS
220,8699894c-656a-4506-b976-962a576a2585,2016-02-01,5.0,4.0,3.0,False,NL,Android
221,8699894c-656a-4506-b976-962a576a2585,2016-03-01,4.0,3.2,2.4,False,NL,Android
222,8699894c-656a-4506-b976-962a576a2585,2016-04-01,1.0,0.8,0.6,False,NL,Android
223,8699894c-656a-4506-b976-962a576a2585,2016-05-01,10.0,8.0,6.0,False,NL,Android
224,8699894c-656a-4506-b976-962a576a2585,2016-06-01,4.0,3.2,2.4,False,NL,Android
225,8699894c-656a-4506-b976-962a576a2585,2016-07-01,8.0,6.4,4.8,False,NL,Android
226,8699894c-656a-4506-b976-962a576a2585,2016-08-01,12.0,9.600000000000001,7.199999999999999,False,NL,Android
227,8699894c-656a-4506-b976-962a576a2585,2016-09-01,5.0,4.0,3.0,False,NL,Android
228,8699894c-656a-4506-b976-962a576a2585,2016-10-01,12.0,9.600000000000001,7.199999999999999,False,NL,Android
229,8699894c-656a-4506-b976-962a576a2585,2016-11-01,4.0,3.2,2.4,False,NL,Android
230,8699894c-656a-4506-b976-962a576a2585,2016-12-01,10.0,8.0,6.0,False,NL,Android
231,8699894c-656a-4506-b976-962a576a2585,2017-01-01,11.0,8.8,6.6,False,NL,Android
232,8699894c-656a-4506-b976-962a576a2585,2017-02-01,3.0,2.4000000000000004,1.7999999999999998,False,NL,Android
233,8699894c-656a-4506-b976-962a576a2585,2017-03-01,10.0,8.0,6.0,False,NL,Android
234,8699894c-656a-4506-b976-962a576a2585,2017-04-01,2.0,1.6,1.2,False,NL,Android
