,device_uuid,date,feature1,feature2,feature3,platform,user_registered,country
48,e57de89c-b6e7-47be-9d89-6b8b3e1577d8,2017-03-01,1,0.8,0.6,Android,False,AU
49,e57de89c-b6e7-47be-9d89-6b8b3e1577d8,2017-04-01,5,4.0,3.0,Android,False,AU
50,e57de89c-b6e7-47be-9d89-6b8b3e1577d8,2017-05-01,12,9.600000000000001,7.199999999999999,Android,False,AU
51,e57de89c-b6e7-47be-9d89-6b8b3e1577d8,2017-06-01,10,8.0,6.0,Android,False,AU
52,e57de89c-b6e7-47be-9d89-6b8b3e1577d8,2017-07-01,11,8.8,6.6,Android,False,AU
53,e57de89c-b6e7-47be-9d89-6b8b3e1577d8,2017-08-01,8,6.4,4.8,Android,False,AU
54,8aae189d-7cbc-4f78-8dff-18d605c914c6,2016-06-01,13,10.4,7.8,iOS,False,AU
55,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-06-01,10,8.0,6.0,iOS,False,NL
56,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-07-01,5,4.0,3.0,iOS,False,NL
57,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-08-01,13,10.4,7.8,iOS,False,NL
58,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-09-01,1,0.8,0.6,iOS,False,NL
59,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-10-01,9,7.2,5.3999999999999995,iOS,False,NL
60,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-11-01,7,5.6000000000000005,4.2,iOS,False,NL
61,96e1085e-ecb0-45c6-8156-216cc74445eb,2016-12-01,1,0.8,0.6,iOS,False,NL
62,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-01-01,8,6.4,4.8,iOS,False,NL
63,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-02-01,7,5.6000000000000005,4.2,iOS,False,NL
64,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-03-01,11,8.8,6.6,iOS,False,NL
65,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-04-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
66,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-05-01,8,6.4,4.8,iOS,False,NL
67,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-06-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
68,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-07-01,5,4.0,3.0,iOS,False,NL
69,96e1085e-ecb0-45c6-8156-216cc74445eb,2017-08-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
70,da3bbecc-38be-4b15-8bb7-ee68e4655c13,2016-08-01,3,2.4000000000000004,1.7999999999999998,iOS,False,AU
71,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-03-01,11,8.8,6.6,iOS,False,NL
72,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-04-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
73,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-05-01,1,0.8,0.6,iOS,False,NL
74,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-06-01,10,8.0,6.0,iOS,False,NL
75,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-07-01,8,6.4,4.8,iOS,False,NL
76,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-08-01,2,1.6,1.2,iOS,False,NL
77,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-09-01,5,4.0,3.0,iOS,False,NL
78,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-10-01,2,1.6,1.2,iOS,False,NL
79,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-11-01,4,3.2,2.4,iOS,False,NL
80,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2016-12-01,3,2.4000000000000004,1.7999999999999998,iOS,False,NL
81,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-01-01,4,3.2,2.4,iOS,False,NL
82,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-02-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
83,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-03-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
84,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-04-01,7,5.6000000000000005,4.2,iOS,False,NL
85,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-05-01,3,2.4000000000000004,1.7999999999999998,iOS,False,NL
86,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-06-01,8,6.4,4.8,iOS,False,NL
87,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-07-01,11,8.8,6.6,iOS,False,NL
88,17b561c3-fc0f-49ae-a58b-3817f8fd1320,2017-08-01,3,2.4000000000000004,1.7999999999999998,iOS,False,NL
89,14940356-e48e-4a23-82b6-83dc5135afbc,2016-06-01,7,5.6000000000000005,4.2,iOS,True,AU
90,14940356-e48e-4a23-82b6-83dc5135afbc,2016-07-01,8,6.4,4.8,iOS,True,AU
91,14940356-e48e-4a23-82b6-83dc5135afbc,2016-08-01,2,1.6,1.2,iOS,True,AU
92,14940356-e48e-4a23-82b6-83dc5135afbc,2016-09-01,1,0.8,0.6,iOS,True,AU
93,14940356-e48e-4a23-82b6-83dc5135afbc,2016-10-01,2,1.6,1.2,iOS,True,AU
94,14940356-e48e-4a23-82b6-83dc5135afbc,2016-11-01,7,5.6000000000000005,4.2,iOS,True,AU
95,14940356-e48e-4a23-82b6-83dc5135afbc,2016-12-01,11,8.8,6.6,iOS,True,AU
96,14940356-e48e-4a23-82b6-83dc5135afbc,2017-01-01,11,8.8,6.6,iOS,True,AU
97,14940356-e48e-4a23-82b6-83dc5135afbc,2017-02-01,1,0.8,0.6,iOS,True,AU
98,14940356-e48e-4a23-82b6-83dc5135afbc,2017-03-01,2,1.6,1.2,iOS,True,AU
99,14940356-e48e-4a23-82b6-83dc5135afbc,2017-04-01,12,9.600000000000001,7.199999999999999,iOS,True,AU
100,14940356-e48e-4a23-82b6-83dc5135afbc,2017-05-01,11,8.8,6.6,iOS,True,AU
101,14940356-e48e-4a23-82b6-83dc5135afbc,2017-06-01,13,10.4,7.8,iOS,True,AU
102,14940356-e48e-4a23-82b6-83dc5135afbc,2017-07-01,8,6.4,4.8,iOS,True,AU
103,14940356-e48e-4a23-82b6-83dc5135afbc,2017-08-01,11,8.8,6.6,iOS,True,AU
104,88578995-1b91-448c-a1cd-0867ebfbecf4,2016-09-01,1,0.8,0.6,iOS,True,NL
105,8d2ede6e-2f51-4493-a639-1c2dc24bad64,2016-02-01,8,6.4,4.8,iOS,False,NL
106,53037bf0-b744-402f-a834-3d4706fe439a,2016-04-01,7,5.6000000000000005,4.2,iOS,False,NL
107,1a26d07a-2abc-41cd-9096-8b66266e5887,2016-10-01,13,10.4,7.8,iOS,True,NL
108,1a26d07a-2abc-41cd-9096-8b66266e5887,2016-11-01,11,8.8,6.6,iOS,True,NL
109,1a26d07a-2abc-41cd-9096-8b66266e5887,2016-12-01,4,3.2,2.4,iOS,True,NL
110,429be75f-1ac1-41de-aaa7-c4c8569bafc0,2016-06-01,5,4.0,3.0,iOS,False,FR
111,e49eab77-c096-4345-9dfc-a8416c32e13f,2016-07-01,9,7.2,5.3999999999999995,iOS,True,NL
112,e49eab77-c096-4345-9dfc-a8416c32e13f,2016-08-01,4,3.2,2.4,iOS,True,NL
113,e49eab77-c096-4345-9dfc-a8416c32e13f,2016-09-01,7,5.6000000000000005,4.2,iOS,True,NL
114,e49eab77-c096-4345-9dfc-a8416c32e13f,2016-10-01,8,6.4,4.8,iOS,True,NL
115,c37e9071-6fd3-4b16-bd02-3d9db998e804,2016-02-01,4,3.2,2.4,Android,False,NL
116,89982cdb-e617-44c3-924a-7c73ae6f76b3,2016-10-01,8,6.4,4.8,iOS,False,AU
117,89982cdb-e617-44c3-924a-7c73ae6f76b3,2016-11-01,8,6.4,4.8,iOS,False,AU
118,89982cdb-e617-44c3-924a-7c73ae6f76b3,2016-12-01,6,4.800000000000001,3.5999999999999996,iOS,False,AU
119,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-01-01,7,5.6000000000000005,4.2,iOS,False,AU
120,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-02-01,11,8.8,6.6,iOS,False,AU
121,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-03-01,2,1.6,1.2,iOS,False,AU
122,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-04-01,5,4.0,3.0,iOS,False,AU
123,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-05-01,10,8.0,6.0,iOS,False,AU
124,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-06-01,7,5.6000000000000005,4.2,iOS,False,AU
125,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-07-01,11,8.8,6.6,iOS,False,AU
126,89982cdb-e617-44c3-924a-7c73ae6f76b3,2017-08-01,11,8.8,6.6,iOS,False,AU
127,03bb7c97-7f56-468a-a7f6-3ca97435ef9d,2016-08-01,7,5.6000000000000005,4.2,iOS,True,AU
128,b1874830-d60c-47b4-9172-8ee16bbb1cf2,2016-03-01,7,5.6000000000000005,4.2,iOS,True,NL
129,c23c3315-af75-400a-b56f-a6d8890381ef,2016-08-01,13,10.4,7.8,iOS,False,NL
130,8cd3a0fe-c06a-42df-98f2-60f49fec4c98,2016-10-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
131,94826f76-d01e-45cc-a550-074f151593ef,2016-05-01,5,4.0,3.0,Android,False,AU
132,94826f76-d01e-45cc-a550-074f151593ef,2016-06-01,11,8.8,6.6,Android,False,AU
133,94826f76-d01e-45cc-a550-074f151593ef,2016-07-01,5,4.0,3.0,Android,False,AU
134,94826f76-d01e-45cc-a550-074f151593ef,2016-08-01,2,1.6,1.2,Android,False,AU
135,94826f76-d01e-45cc-a550-074f151593ef,2016-09-01,4,3.2,2.4,Android,False,AU
136,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-06-01,3,2.4000000000000004,1.7999999999999998,iOS,True,NL
137,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-07-01,7,5.6000000000000005,4.2,iOS,True,NL
138,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-08-01,3,2.4000000000000004,1.7999999999999998,iOS,True,NL
139,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-09-01,12,9.600000000000001,7.199999999999999,iOS,True,NL
140,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-10-01,2,1.6,1.2,iOS,True,NL
141,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-11-01,11,8.8,6.6,iOS,True,NL
142,aed04bcd-ae10-4801-900d-5ad070deb02d,2016-12-01,12,9.600000000000001,7.199999999999999,iOS,True,NL
143,aed04bcd-ae10-4801-900d-5ad070deb02d,2017-01-01,7,5.6000000000000005,4.2,iOS,True,NL
144,aed04bcd-ae10-4801-900d-5ad070deb02d,2017-02-01,4,3.2,2.4,iOS,True,NL
145,aed04bcd-ae10-4801-900d-5ad070deb02d,2017-03-01,12,9.600000000000001,7.199999999999999,iOS,True,NL
146,59e377c7-92d9-4558-9d6f-b693dd08a0b0,2016-08-01,4,3.2,2.4,iOS,False,AU
147,97ac1baa-1e0b-4240-9b54-af38387549f6,2016-07-01,12,9.600000000000001,7.199999999999999,iOS,True,NL
148,3fd28fa3-5b42-4525-afb2-dd68923b1008,2016-09-01,4,3.2,2.4,iOS,False,NL
149,3fd28fa3-5b42-4525-afb2-dd68923b1008,2016-10-01,13,10.4,7.8,iOS,False,NL
150,3fd28fa3-5b42-4525-afb2-dd68923b1008,2016-11-01,13,10.4,7.8,iOS,False,NL
151,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-06-01,3,2.4000000000000004,1.7999999999999998,iOS,True,NL
152,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-07-01,1,0.8,0.6,iOS,True,NL
153,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-08-01,5,4.0,3.0,iOS,True,NL
154,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-09-01,9,7.2,5.3999999999999995,iOS,True,NL
155,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-10-01,8,6.4,4.8,iOS,True,NL
156,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-11-01,13,10.4,7.8,iOS,True,NL
157,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2016-12-01,4,3.2,2.4,iOS,True,NL
158,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2017-01-01,12,9.600000000000001,7.199999999999999,iOS,True,NL
159,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2017-02-01,6,4.800000000000001,3.5999999999999996,iOS,True,NL
160,dbdb1e99-d99c-4ed4-bc27-3b71db6cefda,2017-03-01,10,8.0,6.0,iOS,True,NL
161,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-03-01,3,2.4000000000000004,1.7999999999999998,Android,False,AU
162,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-04-01,7,5.6000000000000005,4.2,Android,False,AU
163,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-05-01,6,4.800000000000001,3.5999999999999996,Android,False,AU
164,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-06-01,1,0.8,0.6,Android,False,AU
165,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-07-01,5,4.0,3.0,Android,False,AU
166,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-08-01,2,1.6,1.2,Android,False,AU
167,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-09-01,13,10.4,7.8,Android,False,AU
168,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-10-01,12,9.600000000000001,7.199999999999999,Android,False,AU
169,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-11-01,6,4.800000000000001,3.5999999999999996,Android,False,AU
170,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2016-12-01,12,9.600000000000001,7.199999999999999,Android,False,AU
171,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2017-01-01,6,4.800000000000001,3.5999999999999996,Android,False,AU
172,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2017-02-01,10,8.0,6.0,Android,False,AU
173,07ad881d-f7de-45b6-a1ea-8bd639b4077f,2017-03-01,8,6.4,4.8,Android,False,AU
174,d661db9b-a3c4-4bfe-80df-39661b9ec334,2016-05-01,8,6.4,4.8,iOS,True,NL
175,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-04-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
176,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-05-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
177,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-06-01,9,7.2,5.3999999999999995,iOS,False,NL
178,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-07-01,1,0.8,0.6,iOS,False,NL
179,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-08-01,7,5.6000000000000005,4.2,iOS,False,NL
180,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-09-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
181,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-10-01,11,8.8,6.6,iOS,False,NL
182,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-11-01,10,8.0,6.0,iOS,False,NL
183,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2016-12-01,8,6.4,4.8,iOS,False,NL
184,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-01-01,4,3.2,2.4,iOS,False,NL
185,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-02-01,4,3.2,2.4,iOS,False,NL
186,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-03-01,7,5.6000000000000005,4.2,iOS,False,NL
187,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-04-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
188,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-05-01,7,5.6000000000000005,4.2,iOS,False,NL
189,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-06-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
190,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-07-01,9,7.2,5.3999999999999995,iOS,False,NL
191,7b28a8ab-b95a-430c-89ff-0f65a61e7222,2017-08-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
192,24c36f26-c825-4605-b65c-e304931ff6c8,2016-06-01,6,4.800000000000001,3.5999999999999996,Android,False,NL
193,f1ffcc64-6918-441c-85ac-34a607a00e94,2016-06-01,8,6.4,4.8,iOS,False,NL
194,b80ff745-a21f-4135-96bb-0fa129b28d72,2016-03-01,10,8.0,6.0,iOS,False,NL
195,0d99f73a-f6d9-4804-8122-1e2600aecd7b,2016-08-01,10,8.0,6.0,iOS,False,NL
196,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-04-01,7,5.6000000000000005,4.2,iOS,True,AU
197,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-05-01,6,4.800000000000001,3.5999999999999996,iOS,True,AU
198,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-06-01,1,0.8,0.6,iOS,True,AU
199,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-07-01,8,6.4,4.8,iOS,True,AU
200,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-08-01,10,8.0,6.0,iOS,True,AU
201,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-09-01,9,7.2,5.3999999999999995,iOS,True,AU
202,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-10-01,2,1.6,1.2,iOS,True,AU
203,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-11-01,6,4.800000000000001,3.5999999999999996,iOS,True,AU
204,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2016-12-01,1,0.8,0.6,iOS,True,AU
205,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-01-01,6,4.800000000000001,3.5999999999999996,iOS,True,AU
206,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-02-01,5,4.0,3.0,iOS,True,AU
207,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-03-01,13,10.4,7.8,iOS,True,AU
208,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-04-01,6,4.800000000000001,3.5999999999999996,iOS,True,AU
209,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-05-01,4,3.2,2.4,iOS,True,AU
210,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-06-01,3,2.4000000000000004,1.7999999999999998,iOS,True,AU
211,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-07-01,12,9.600000000000001,7.199999999999999,iOS,True,AU
212,0bc6462f-9baa-4c7d-a923-1f31d0340a99,2017-08-01,13,10.4,7.8,iOS,True,AU
213,d6973653-6e0e-47b9-b5f3-976e4c19e3b6,2016-08-01,7,5.6000000000000005,4.2,iOS,False,FR
214,d6973653-6e0e-47b9-b5f3-976e4c19e3b6,2016-09-01,9,7.2,5.3999999999999995,iOS,False,FR
215,d6973653-6e0e-47b9-b5f3-976e4c19e3b6,2016-10-01,9,7.2,5.3999999999999995,iOS,False,FR
216,c434434a-5672-4b2e-b470-8d083709d13d,2016-08-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
217,fa488037-0130-49d4-8fc2-48182adf5884,2016-07-01,8,6.4,4.8,Android,False,NL
218,fa488037-0130-49d4-8fc2-48182adf5884,2016-08-01,8,6.4,4.8,Android,False,NL
219,fa488037-0130-49d4-8fc2-48182adf5884,2016-09-01,7,5.6000000000000005,4.2,Android,False,NL
220,fa488037-0130-49d4-8fc2-48182adf5884,2016-10-01,1,0.8,0.6,Android,False,NL
221,fa488037-0130-49d4-8fc2-48182adf5884,2016-11-01,7,5.6000000000000005,4.2,Android,False,NL
222,fa488037-0130-49d4-8fc2-48182adf5884,2016-12-01,5,4.0,3.0,Android,False,NL
223,fa488037-0130-49d4-8fc2-48182adf5884,2017-01-01,2,1.6,1.2,Android,False,NL
224,fa488037-0130-49d4-8fc2-48182adf5884,2017-02-01,8,6.4,4.8,Android,False,NL
225,fa488037-0130-49d4-8fc2-48182adf5884,2017-03-01,7,5.6000000000000005,4.2,Android,False,NL
226,fa488037-0130-49d4-8fc2-48182adf5884,2017-04-01,4,3.2,2.4,Android,False,NL
227,fa488037-0130-49d4-8fc2-48182adf5884,2017-05-01,13,10.4,7.8,Android,False,NL
228,fa488037-0130-49d4-8fc2-48182adf5884,2017-06-01,7,5.6000000000000005,4.2,Android,False,NL
229,fa488037-0130-49d4-8fc2-48182adf5884,2017-07-01,4,3.2,2.4,Android,False,NL
230,fa488037-0130-49d4-8fc2-48182adf5884,2017-08-01,12,9.600000000000001,7.199999999999999,Android,False,NL
231,dffab591-43bb-4189-88ed-d18acd64a7a2,2016-08-01,1,0.8,0.6,iOS,False,NL
232,dffab591-43bb-4189-88ed-d18acd64a7a2,2016-09-01,9,7.2,5.3999999999999995,iOS,False,NL
233,dffab591-43bb-4189-88ed-d18acd64a7a2,2016-10-01,1,0.8,0.6,iOS,False,NL
234,dffab591-43bb-4189-88ed-d18acd64a7a2,2016-11-01,6,4.800000000000001,3.5999999999999996,iOS,False,NL
235,be2ee190-a048-4f0b-9bcc-007cc8743646,2016-10-01,7,5.6000000000000005,4.2,iOS,False,NL
236,8af39790-b568-461e-af7b-dd5a16d6967c,2016-08-01,12,9.600000000000001,7.199999999999999,iOS,False,NL
237,8af39790-b568-461e-af7b-dd5a16d6967c,2016-09-01,1,0.8,0.6,iOS,False,NL
238,8af39790-b568-461e-af7b-dd5a16d6967c,2016-10-01,1,0.8,0.6,iOS,False,NL
239,8af39790-b568-461e-af7b-dd5a16d6967c,2016-11-01,9,7.2,5.3999999999999995,iOS,False,NL
240,8af39790-b568-461e-af7b-dd5a16d6967c,2016-12-01,7,5.6000000000000005,4.2,iOS,False,NL
